ID,Diet,How Often Shower,Heating Energy Source,Social Activity,Monthly Grocery Bill,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With
225,vegan,twice a day,natural gas,never,1444,15,3,12,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']"
226,omnivore,twice a day,wood,often,91,19,44,16,Yes,"['Paper', 'Glass']",['Microwave']
227,omnivore,more frequently,electricity,,205,6,2,19,No,"['Plastic', 'Metal']","['Oven', 'Microwave']"
228,pescatarian,twice a day,wood,,285,1,33,4,Yes,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']"
229,vegan,more frequently,natural gas,never,178,11,2,13,Sometimes,"['Paper', 'Plastic', 'Glass']",['Microwave']
230,omnivore,twice a day,coal,sometimes,236,6,17,6,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']"
231,omnivore,more frequently,coal,never,286,23,30,22,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
232,vegetarian,daily,coal,often,108,21,0,4,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']"
233,vegan,twice a day,wood,sometimes,76,24,3,18,No,"['Plastic', 'Metal']","['Stove', 'Oven']"
234,vegan,,coal,sometimes,270,7,37,9,Sometimes,['Metal'],['Microwave']
235,pescatarian,,wood,often,146,75,10,10,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']"
236,vegan,,electricity,sometimes,221,8,16,20,Yes,['Paper'],['Microwave']
237,pescatarian,,wood,often,230,20,31,24,No,"['Glass', 'Metal']",['Microwave']
238,omnivore,,electricity,often,295,15,10,18,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven']"
239,vegan,,electricity,sometimes,177,17,3,24,Yes,['Glass'],"['Oven', 'Grill', 'Airfryer']"
240,vegetarian,,natural gas,often,189,22,36,7,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
241,omnivore,,natural gas,often,174,9,44,21,Yes,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
242,vegan,twice a day,coal,never,193,12,37,5,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
243,omnivore,twice a day,wood,never,2352,1,33,3,Yes,['Paper'],"['Oven', 'Grill', 'Airfryer']"
244,pescatarian,twice a day,wood,sometimes,101,14,36,11,Yes,"['Paper', 'Plastic']","['Grill', 'Airfryer']"
245,vegan,daily,electricity,sometimes,99,8,29,18,No,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
246,omnivore,daily,coal,often,50,10,23,16,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
247,pescatarian,daily,coal,never,71,15,0,20,Yes,"['Paper', 'Plastic', 'Glass']",['Stove']
248,vegetarian,twice a day,wood,sometimes,232,7,26,9,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
249,pescatarian,more frequently,wood,sometimes,247,18,2,5,Sometimes,['Glass'],"['Stove', 'Oven']"
250,omnivore,less frequently,coal,sometimes,222,34,2,7,No,['Metal'],"['Microwave', 'Grill', 'Airfryer']"
251,vegan,less frequently,wood,sometimes,61,23,41,14,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']"
252,vegan,less frequently,wood,sometimes,137,5,11,35,Sometimes,"['Paper', 'Plastic']","['Grill', 'Airfryer']"
253,vegan,more frequently,wood,never,157,20,50,18,Sometimes,"['Paper', 'Metal']","['Grill', 'Airfryer']"
254,vegetarian,less frequently,natural gas,never,174,0,47,75,No,"['Paper', 'Plastic', 'Glass']",['Microwave']
255,vegetarian,daily,electricity,often,214,12,39,21,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']"
256,pescatarian,less frequently,electricity,sometimes,214,21,43,2,Yes,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
257,pescatarian,more frequently,wood,never,66,11,49,20,No,"['Paper', 'Glass']",['Oven']
258,vegan,less frequently,coal,sometimes,123,22,2,22,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']"
259,vegan,less frequently,wood,sometimes,105,17,19,11,No,"['Paper', 'Plastic']",['Stove']
260,omnivore,less frequently,natural gas,often,125,1,40,17,No,"['Paper', 'Plastic']","['Stove', 'Oven']"
261,vegan,more frequently,coal,never,280,24,34,18,No,"['Paper', 'Plastic', 'Metal']",['Stove']
262,vegan,less frequently,natural gas,sometimes,238,17,21,22,Sometimes,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
263,vegetarian,daily,wood,sometimes,270,14,5,95,Sometimes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
264,vegetarian,twice a day,natural gas,never,80,5,8,5,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']"
265,vegan,more frequently,coal,sometimes,276,6,14,68,Yes,"['Paper', 'Plastic']",['Oven']
266,omnivore,less frequently,natural gas,often,210,16,32,10,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']"
267,vegetarian,less frequently,natural gas,never,270,16,50,14,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']"
268,vegetarian,more frequently,coal,often,152,9,17,15,Yes,"['Plastic', 'Glass', 'Metal']",[]
269,vegan,more frequently,wood,often,247,3,17,22,Yes,['Glass'],['Stove']
270,omnivore,daily,natural gas,sometimes,145,3,33,21,Sometimes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']"
271,vegan,twice a day,natural gas,never,260,7,27,0,Sometimes,"['Plastic', 'Metal']",['Oven']
272,vegetarian,twice a day,wood,often,283,2,40,17,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
273,vegetarian,more frequently,wood,sometimes,277,1,20,7,Sometimes,"['Paper', 'Metal']","['Oven', 'Microwave']"
274,pescatarian,less frequently,wood,never,203,10,24,12,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']"
275,omnivore,twice a day,natural gas,never,213,13,1,0,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']"
276,vegan,more frequently,natural gas,never,135,86,21,2,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']"
277,omnivore,daily,natural gas,often,96,6,5,19,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
278,omnivore,more frequently,electricity,sometimes,162,21,32,21,Yes,['Plastic'],"['Oven', 'Microwave', 'Grill', 'Airfryer']"
279,vegan,more frequently,wood,sometimes,233,13,46,7,No,"['Glass', 'Metal']","['Oven', 'Microwave']"
280,omnivore,daily,natural gas,sometimes,262,11,13,69,Yes,"['Paper', 'Glass']","['Grill', 'Airfryer']"
281,pescatarian,less frequently,wood,never,176,13,34,16,No,['Glass'],"['Grill', 'Airfryer']"
282,pescatarian,twice a day,natural gas,often,176,7,31,18,Sometimes,['Metal'],"['Oven', 'Microwave']"
283,vegan,less frequently,coal,sometimes,147,1,14,17,No,"['Plastic', 'Metal']","['Stove', 'Microwave']"
284,omnivore,less frequently,coal,often,83,7,0,1,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']"
285,omnivore,less frequently,coal,never,205,20,32,0,Sometimes,,"['Stove', 'Oven', 'Grill', 'Airfryer']"
286,omnivore,less frequently,coal,often,125,1,3,1,No,,"['Stove', 'Grill', 'Airfryer']"
287,vegetarian,twice a day,natural gas,often,145,1,5,22,Yes,[],"['Oven', 'Microwave']"
288,pescatarian,less frequently,coal,often,236,15,8,17,Yes,[],"['Grill', 'Airfryer']"
289,omnivore,daily,wood,often,101,17,45,17,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']"
290,vegetarian,more frequently,natural gas,never,77,2,0,,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
291,omnivore,less frequently,natural gas,never,241,19,14,,Sometimes,"['Paper', 'Metal']",[]
292,vegan,twice a day,electricity,never,124,10,34,,Yes,['Glass'],['Stove']
293,omnivore,less frequently,electricity,,82,5,49,10,Sometimes,['Glass'],[]
294,pescatarian,less frequently,natural gas,,262,10,7,19,Sometimes,"['Paper', 'Plastic', 'Metal']",[]
295,vegetarian,twice a day,electricity,,254,6,34,13,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']"
296,pescatarian,more frequently,coal,sometimes,76,14,19,2,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
297,pescatarian,daily,natural gas,never,207,8,13,14,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']"
298,vegan,daily,natural gas,often,234,8,10,11,Yes,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
299,pescatarian,daily,coal,sometimes,93,17,8,23,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']"
300,vegan,less frequently,electricity,often,76,1,0,0,No,"['Paper', 'Glass']",['Stove']
301,omnivore,more frequently,natural gas,never,67,5,6,0,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
302,omnivore,twice a day,electricity,never,101,22,35,20,No,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']"
303,vegetarian,more frequently,coal,sometimes,73,19,46,13,Yes,"['Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
304,vegetarian,twice a day,wood,never,280,1,8,19,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
305,,twice a day,coal,often,85,20,34,4,Sometimes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']"
306,,less frequently,natural gas,sometimes,256,97,44,24,Yes,['Glass'],"['Oven', 'Grill', 'Airfryer']"
307,vegetarian,daily,wood,sometimes,193,10,43,7,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']"
308,pescatarian,less frequently,wood,never,145,16,5,5,No,"['Paper', 'Plastic']","['Stove', 'Microwave']"
309,pescatarian,twice a day,wood,sometimes,282,12,23,7,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
310,omnivore,daily,wood,often,252,8,43,20,Yes,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']"
311,vegan,daily,electricity,never,162,2,26,16,No,[],['Microwave']
312,vegetarian,daily,wood,never,145,21,14,16,No,"['Plastic', 'Metal']","['Oven', 'Microwave']"
313,omnivore,daily,electricity,never,214,24,32,23,No,['Plastic'],['Microwave']
314,vegan,twice a day,natural gas,never,126,15,3,12,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']"
315,omnivore,twice a day,wood,often,91,19,44,16,Yes,"['Paper', 'Glass']",['Microwave']
316,omnivore,more frequently,electricity,never,205,6,2,19,No,"['Plastic', 'Metal']","['Oven', 'Microwave']"
317,pescatarian,twice a day,wood,never,285,1,33,4,Yes,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']"
318,vegan,more frequently,natural gas,never,178,11,2,13,Sometimes,"['Paper', 'Plastic', 'Glass']",['Microwave']
319,omnivore,twice a day,coal,sometimes,236,6,17,6,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']"
320,omnivore,more frequently,coal,never,286,23,30,22,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
321,vegetarian,daily,coal,often,108,21,0,4,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']"
322,vegan,twice a day,wood,sometimes,76,24,3,18,No,"['Plastic', 'Metal']","['Stove', 'Oven']"
323,vegan,more frequently,coal,sometimes,270,7,37,9,Sometimes,['Metal'],['Microwave']
324,pescatarian,more frequently,wood,often,146,13,10,10,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']"
325,vegan,twice a day,electricity,sometimes,221,8,16,20,Yes,['Paper'],['Microwave']
326,pescatarian,more frequently,wood,often,230,20,31,12,No,"['Glass', 'Metal']",['Microwave']
327,omnivore,twice a day,electricity,often,295,15,10,18,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven']"
328,vegan,less frequently,electricity,sometimes,177,17,3,24,Yes,['Glass'],"['Oven', 'Grill', 'Airfryer']"
329,vegetarian,twice a day,natural gas,often,189,22,36,7,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
330,omnivore,daily,natural gas,often,174,9,44,21,Yes,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
331,vegan,twice a day,coal,never,193,12,37,5,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
332,omnivore,twice a day,wood,never,238,1,33,3,Yes,['Paper'],"['Oven', 'Grill', 'Airfryer']"
333,pescatarian,twice a day,wood,sometimes,101,14,36,11,Yes,"['Paper', 'Plastic']","['Grill', 'Airfryer']"
334,vegan,daily,electricity,sometimes,99,8,29,18,No,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']"
335,omnivore,daily,coal,often,50,10,23,16,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
336,pescatarian,daily,coal,never,71,15,0,20,Yes,"['Paper', 'Plastic', 'Glass']",['Stove']
337,vegetarian,twice a day,wood,sometimes,232,7,26,9,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
338,pescatarian,more frequently,wood,sometimes,247,18,2,5,Sometimes,['Glass'],"['Stove', 'Oven']"
339,omnivore,less frequently,coal,sometimes,222,19,2,7,No,['Metal'],"['Microwave', 'Grill', 'Airfryer']"
340,vegan,less frequently,wood,sometimes,61,23,41,14,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']"
341,vegan,less frequently,wood,sometimes,137,5,11,20,Sometimes,"['Paper', 'Plastic']","['Grill', 'Airfryer']"
342,vegan,more frequently,wood,never,157,20,50,18,Sometimes,"['Paper', 'Metal']","['Grill', 'Airfryer']"
343,vegetarian,less frequently,natural gas,never,174,0,47,2,No,"['Paper', 'Plastic', 'Glass']",['Microwave']
344,vegetarian,daily,electricity,often,214,12,39,21,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']"
345,pescatarian,less frequently,electricity,sometimes,214,21,43,2,Yes,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']"
346,pescatarian,more frequently,wood,never,66,11,49,20,No,"['Paper', 'Glass']",['Oven']
347,vegan,less frequently,coal,sometimes,123,22,2,22,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']"
348,vegan,less frequently,wood,sometimes,105,17,19,11,No,"['Paper', 'Plastic']",['Stove']
349,omnivore,less frequently,natural gas,often,125,1,40,17,No,"['Paper', 'Plastic']","['Stove', 'Oven']"
350,vegan,more frequently,coal,never,280,24,34,18,No,"['Paper', 'Plastic', 'Metal']",['Stove']
351,vegan,less frequently,natural gas,sometimes,238,17,21,22,Sometimes,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
352,vegetarian,daily,wood,sometimes,270,14,5,10,Sometimes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
353,vegetarian,twice a day,natural gas,never,80,5,8,5,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']"
354,vegan,more frequently,coal,sometimes,276,6,14,20,Yes,"['Paper', 'Plastic']",['Oven']
355,omnivore,less frequently,natural gas,often,210,16,32,10,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']"
356,vegetarian,less frequently,natural gas,never,270,16,50,14,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']"
357,vegetarian,more frequently,coal,often,152,9,17,15,Yes,"['Plastic', 'Glass', 'Metal']",[]
358,vegan,more frequently,wood,often,247,3,17,22,Yes,['Glass'],['Stove']
359,omnivore,daily,natural gas,sometimes,145,3,33,21,Sometimes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']"
360,vegan,twice a day,natural gas,never,260,7,27,0,Sometimes,"['Plastic', 'Metal']",['Oven']
361,vegetarian,twice a day,wood,often,283,2,40,17,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
362,vegetarian,more frequently,wood,sometimes,277,1,20,7,Sometimes,"['Paper', 'Metal']","['Oven', 'Microwave']"
363,pescatarian,less frequently,wood,never,203,10,24,12,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']"
364,omnivore,twice a day,natural gas,never,213,13,1,0,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']"
365,vegan,more frequently,natural gas,never,135,8,21,2,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']"
366,omnivore,daily,natural gas,often,96,6,5,19,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
367,omnivore,more frequently,electricity,sometimes,162,21,32,21,Yes,['Plastic'],"['Oven', 'Microwave', 'Grill', 'Airfryer']"
368,vegan,more frequently,wood,sometimes,233,13,46,7,No,"['Glass', 'Metal']","['Oven', 'Microwave']"
369,omnivore,daily,natural gas,sometimes,262,11,13,9,Yes,"['Paper', 'Glass']","['Grill', 'Airfryer']"
370,pescatarian,less frequently,wood,never,176,13,34,16,No,['Glass'],"['Grill', 'Airfryer']"
371,pescatarian,twice a day,natural gas,often,176,7,31,18,Sometimes,['Metal'],"['Oven', 'Microwave']"
372,vegan,less frequently,coal,sometimes,147,1,14,17,No,"['Plastic', 'Metal']","['Stove', 'Microwave']"
373,omnivore,less frequently,coal,often,83,7,0,1,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']"
374,omnivore,less frequently,coal,never,205,20,32,0,Sometimes,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']"
375,omnivore,less frequently,coal,often,125,1,3,1,No,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']"
376,vegetarian,twice a day,natural gas,often,145,1,5,22,Yes,[],"['Oven', 'Microwave']"
377,pescatarian,less frequently,coal,often,236,15,8,17,Yes,[],"['Grill', 'Airfryer']"
378,omnivore,daily,wood,often,101,17,45,17,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']"
379,vegetarian,more frequently,natural gas,never,77,2,0,3,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']"
380,omnivore,less frequently,natural gas,never,241,19,14,19,Sometimes,"['Paper', 'Metal']",[]
381,vegan,twice a day,electricity,never,124,10,34,20,Yes,['Glass'],['Stove']
382,omnivore,less frequently,electricity,often,82,5,49,10,Sometimes,['Glass'],[]
383,pescatarian,less frequently,natural gas,never,262,10,7,19,Sometimes,"['Paper', 'Plastic', 'Metal']",[]
384,vegetarian,twice a day,electricity,never,254,6,34,13,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']"
385,pescatarian,more frequently,coal,sometimes,76,14,19,2,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
386,pescatarian,daily,natural gas,never,207,8,13,14,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']"
387,vegan,daily,natural gas,often,234,8,10,11,Yes,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
388,pescatarian,daily,coal,sometimes,93,17,8,23,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']"
389,vegan,less frequently,electricity,often,76,1,0,0,No,"['Paper', 'Glass']",['Stove']
390,omnivore,more frequently,natural gas,never,67,5,6,0,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
391,omnivore,twice a day,electricity,never,101,22,35,20,No,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']"
392,vegetarian,more frequently,coal,sometimes,73,19,46,13,Yes,"['Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
393,vegetarian,twice a day,wood,never,280,1,8,19,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
394,vegan,twice a day,coal,often,85,20,34,4,Sometimes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']"
395,pescatarian,less frequently,natural gas,sometimes,256,5,44,24,Yes,['Glass'],"['Oven', 'Grill', 'Airfryer']"
396,vegetarian,daily,wood,sometimes,193,10,43,7,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']"
397,pescatarian,less frequently,wood,never,145,16,5,5,No,"['Paper', 'Plastic']","['Stove', 'Microwave']"
398,pescatarian,twice a day,wood,sometimes,282,12,23,7,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']"
399,omnivore,daily,coal,sometimes,133,5,31,11,Sometimes,"['Paper', 'Glass', 'Metal']",['Oven']
400,vegetarian,daily,coal,sometimes,232,19,45,16,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']"
401,omnivore,daily,coal,never,129,22,25,18,No,"['Paper', 'Glass']",[]
402,vegetarian,more frequently,coal,often,140,11,12,19,No,['Metal'],[]
403,vegan,daily,wood,sometimes,155,1,18,15,Sometimes,"['Paper', 'Glass']","['Oven', 'Grill', 'Airfryer']"
404,pescatarian,less frequently,wood,often,171,11,0,4,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']"
405,omnivore,less frequently,electricity,sometimes,274,9,22,10,No,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']"
406,omnivore,twice a day,coal,sometimes,264,15,42,20,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven']"
407,vegan,daily,coal,often,98,14,18,4,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']"
408,vegan,twice a day,coal,often,252,24,50,24,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']"
409,vegetarian,twice a day,electricity,sometimes,256,17,35,14,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']"
410,pescatarian,twice a day,electricity,often,209,24,18,9,No,[],['Oven']
411,vegan,less frequently,wood,often,269,12,43,7,Sometimes,['Plastic'],['Microwave']
412,pescatarian,more frequently,wood,often,113,17,23,17,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']"
413,vegan,daily,electricity,sometimes,270,24,16,0,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven']"
414,pescatarian,more frequently,wood,never,72,0,50,1,Sometimes,['Paper'],"['Oven', 'Grill', 'Airfryer']"
415,vegan,less frequently,wood,sometimes,101,2,19,11,No,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']"
