ID,Waste Bag Size,Waste Bag Weekly Count
7348,extra large,4
7349,extra large,5
7350,extra large,3
7351,small,3
7352,large,7
7353,large,4
7354,medium,4
7355,small,1
7356,small,3
7357,extra large,6
7358,medium,2
7359,large,5
7360,medium,2
7361,large,4
7362,large,6
7363,large,7
7364,extra large,1
7365,extra large,7
7366,large,4
7367,small,1
7368,large,1
7369,small,5
7370,large,4
7371,small,4
7372,medium,6
7373,extra large,1
7374,large,4
7375,extra large,7
7376,small,5
7377,small,7
7378,extra large,4
7379,extra large,1
7380,medium,3
7381,medium,1
7382,medium,1
7383,large,5
7384,extra large,4
7385,small,2
7386,small,6
7387,extra large,7
7388,small,6
7389,extra large,1
7390,small,7
7391,medium,2
7392,extra large,4
7393,large,4
7394,small,4
7395,extra large,2
7396,small,3
7397,small,6
7398,large,1
7399,extra large,4
7400,medium,7
7401,large,1
7402,medium,3
7403,medium,6
7404,medium,4
7405,large,6
7406,medium,6
7407,medium,1
7408,large,4
7409,extra large,6
7410,extra large,7
7411,medium,4
7412,small,3
7413,extra large,2
7414,extra large,2
7415,medium,7
7416,medium,4
7417,small,1
7418,medium,7
7419,large,4
7420,small,4
7421,extra large,1
7422,extra large,4
7423,small,6
7424,medium,3
7425,medium,4
7426,medium,2
7427,extra large,6
7428,extra large,5
7429,extra large,4
7430,medium,5
7431,extra large,7
7432,extra large,5
7433,small,4
7434,large,7
7435,medium,1
7436,medium,2
7437,extra large,6
7438,medium,2
7439,large,3
7440,small,4
7441,medium,6
7442,small,6
7443,large,7
7444,large,3
7445,large,1
7446,large,3
7447,large,5
7448,extra large,6
7449,small,4
7450,small,6
7451,small,7
7452,extra large,5
7453,extra large,3
7454,large,7
7455,small,2
7456,large,2
7457,medium,7
7458,extra large,2
7459,large,5
7460,large,3
7461,large,5
7462,small,2
7463,medium,2
7464,medium,4
7465,extra large,5
7466,large,6
7467,large,1
7468,extra large,1
7469,medium,7
7470,extra large,5
7471,large,3
7472,extra large,2
7473,large,5
7474,medium,2
7475,extra large,3
7476,large,3
7477,large,2
7478,large,2
7479,small,5
7480,medium,6
7481,small,5
7482,small,3
7483,large,7
7484,extra large,4
7485,extra large,2
7486,small,2
7487,large,3
7488,extra large,4
7489,extra large,5
7490,large,5
7491,medium,6
7492,small,7
7493,medium,7
7494,extra large,6
7495,extra large,1
7496,extra large,6
7497,medium,5
7498,extra large,5
7499,medium,4
7500,extra large,1
7501,medium,4
7502,small,5
7503,small,6
7504,large,7
7505,medium,2
7506,extra large,1
7507,extra large,7
7508,large,6
7509,medium,1
7510,large,5
7511,small,3
7512,large,7
7513,large,2
7514,large,1
7515,extra large,2
7516,extra large,7
7517,small,2
7518,extra large,1
7519,extra large,2
7520,medium,1
7521,extra large,4
7522,small,2
7523,medium,2
7524,medium,3
7525,large,5
7526,extra large,2
7527,extra large,6
7528,extra large,5
7529,medium,6
7530,extra large,4
7531,small,7
7532,small,7
7533,extra large,4
7534,small,1
7535,small,3
7536,small,1
7537,small,3
7538,large,6
7539,small,3
7540,extra large,7
7541,large,6
7542,medium,2
7543,large,7
7544,large,7
7545,small,4
7546,large,1
7547,extra large,6
7548,medium,2
7549,large,5
7550,medium,2
7551,small,4
7552,medium,5
7553,large,7
7554,medium,6
7555,large,6
7556,extra large,5
7557,medium,5
7558,small,5
7559,medium,5
7560,medium,3
7561,extra large,4
7562,extra large,5
7563,extra large,3
7564,small,3
7565,extra large,4
7566,medium,6
7567,extra large,2
7568,medium,6
7569,extra large,7
7570,extra large,1
7571,large,1
7572,large,3
7573,medium,2
7574,small,4
7575,extra large,1
7576,extra large,3
7577,medium,7
7578,medium,2
7579,extra large,3
7580,large,1
7581,medium,1
7582,large,6
7583,medium,4
7584,medium,6
7585,large,3
7586,small,5
7587,small,5
7588,extra large,7
7589,medium,6
7590,medium,2
7591,extra large,7
7592,extra large,5
7593,large,6
7594,medium,4
7595,large,5
7596,large,5
7597,extra large,2
7598,large,2
7599,small,6
7600,extra large,1
7601,extra large,4
7602,extra large,3
7603,large,3
7604,small,2
7605,large,4
7606,small,4
7607,small,4
7608,large,4
7609,large,2
7610,extra large,6
7611,small,7
7612,extra large,7
7613,extra large,7
7614,medium,6
7615,large,3
7616,large,5
7617,small,5
7618,extra large,5
7619,large,3
7620,extra large,7
7621,extra large,7
7622,medium,1
7623,extra large,1
7624,small,3
7625,small,3
7626,medium,1
7627,medium,4
7628,medium,5
7629,medium,7
7630,medium,2
7631,large,4
7632,extra large,3
7633,large,3
7634,medium,3
7635,large,3
7636,extra large,2
7637,medium,5
7638,small,3
7639,medium,5
7640,extra large,4
7641,small,5
7642,extra large,4
7643,large,4
7644,medium,3
7645,large,6
7646,small,3
7647,extra large,3
7648,large,3
7649,medium,1
7650,large,1
7651,medium,3
7652,large,6
7653,medium,5
7654,extra large,5
7655,large,7
7656,large,1
7657,extra large,6
7658,extra large,6
7659,extra large,3
7660,medium,2
7661,small,4
7662,large,2
7663,medium,3
7664,small,1
7665,large,1
7666,small,2
7667,extra large,7
7668,medium,6
7669,large,3
7670,small,2
7671,medium,2
7672,medium,6
7673,large,7
7674,small,7
7675,medium,2
7676,small,3
7677,medium,1
7678,small,6
7679,small,4
7680,small,4
7681,large,7
7682,large,4
7683,small,7
7684,medium,3
7685,extra large,6
7686,medium,2
7687,small,6
7688,extra large,4
7689,small,4
7690,small,4
7691,large,2
7692,small,6
7693,small,1
7694,medium,7
7695,large,4
7696,extra large,1
7697,medium,2
7698,extra large,1
7699,medium,5
7700,extra large,7
7701,medium,1
7702,extra large,1
7703,extra large,1
7704,large,6
7705,extra large,5
7706,extra large,3
7707,small,7
7708,extra large,2
7709,small,4
7710,medium,1
7711,medium,2
7712,medium,3
7713,small,5
7714,medium,4
7715,large,1
7716,small,3
7717,large,7
7718,extra large,1
7719,large,6
7720,small,4
7721,medium,6
7722,medium,7
7723,large,1
7724,small,5
7725,extra large,6
7726,small,7
7727,extra large,6
7728,extra large,6
7729,medium,1
7730,medium,7
7731,extra large,6
7732,extra large,7
7733,large,6
7734,extra large,7
7735,large,4
7736,small,5
7737,small,7
7738,small,7
7739,large,7
7740,medium,6
7741,medium,7
7742,medium,2
7743,extra large,5
7744,large,3
7745,large,6
7746,small,3
7747,extra large,2
7748,large,5
7749,small,5
7750,small,4
7751,medium,3
7752,large,4
7753,small,6
7754,medium,6
7755,small,7
7756,large,3
7757,medium,7
7758,small,3
7759,extra large,4
7760,medium,5
7761,large,5
7762,large,5
7763,extra large,5
7764,extra large,1
7765,small,4
7766,medium,1
7767,medium,1
7768,large,6
7769,extra large,6
7770,small,7
7771,small,3
7772,extra large,1
7773,medium,3
7774,small,1
7775,small,2
7776,large,1
7777,large,3
7778,medium,7
7779,extra large,5
7780,small,7
7781,large,2
7782,medium,2
7783,medium,5
7784,extra large,6
7785,small,5
7786,extra large,6
7787,medium,4
7788,large,6
7789,large,6
7790,extra large,1
7791,small,4
7792,small,6
7793,large,5
7794,extra large,2
7795,large,1
7796,large,4
7797,medium,5
7798,small,2
7799,small,2
7800,large,6
7801,extra large,5
7802,large,6
7803,extra large,3
7804,small,1
7805,extra large,4
7806,small,6
7807,extra large,2
7808,large,3
7809,extra large,5
7810,large,5
7811,extra large,4
7812,small,4
7813,extra large,2
7814,large,5
7815,medium,7
7816,small,1
7817,extra large,6
7818,extra large,1
7819,extra large,4
7820,medium,2
7821,small,2
7822,large,3
7823,extra large,3
7824,medium,6
7825,extra large,4
7826,small,2
7827,large,3
7828,small,2
7829,extra large,5
7830,small,7
7831,large,2
7832,large,7
7833,small,3
7834,extra large,5
7835,small,5
7836,extra large,5
7837,small,6
7838,medium,2
7839,medium,6
7840,medium,4
7841,extra large,5
7842,extra large,4
7843,medium,4
7844,extra large,2
7845,large,7
7846,medium,4
7847,small,1
7848,medium,7
7849,large,2
7850,extra large,2
7851,small,4
7852,medium,4
7853,large,4
7854,large,3
7855,extra large,1
7856,large,4
7857,extra large,1
7858,small,1
7859,large,5
7860,small,3
7861,medium,7
7862,extra large,5
7863,large,6
7864,medium,7
7865,small,2
7866,small,6
7867,small,5
7868,large,7
7869,small,6
7870,large,3
7871,medium,3
7872,small,3
7873,small,4
7874,extra large,6
7875,small,2
7876,large,1
7877,large,6
7878,medium,6
7879,medium,6
7880,medium,7
7881,large,5
7882,extra large,4
7883,large,2
7884,large,1
7885,small,5
7886,small,3
7887,extra large,2
7888,medium,2
7889,medium,5
7890,extra large,3
7891,medium,4
7892,small,3
7893,extra large,1
7894,small,5
7895,medium,7
7896,extra large,1
7897,medium,1
7898,small,4
7899,large,7
7900,medium,6
7901,small,6
7902,large,5
7903,extra large,3
7904,extra large,2
7905,extra large,4
7906,medium,6
7907,extra large,5
7908,large,6
7909,medium,4
7910,small,5
7911,small,2
7912,large,1
7913,extra large,5
7914,medium,1
7915,extra large,4
7916,small,6
7917,large,2
7918,medium,7
7919,extra large,1
7920,small,2
7921,small,2
7922,small,2
7923,small,5
7924,small,4
7925,small,1
7926,small,3
7927,medium,4
7928,medium,4
7929,small,5
7930,small,6
7931,extra large,1
7932,large,4
7933,extra large,5
7934,extra large,6
7935,extra large,7
7936,large,1
7937,medium,5
7938,large,6
7939,extra large,2
7940,extra large,3
7941,large,2
7942,medium,1
7943,extra large,6
7944,small,3
7945,small,3
7946,medium,5
7947,extra large,7
7948,medium,4
7949,large,7
7950,extra large,5
7951,large,2
7952,medium,3
7953,large,2
7954,medium,3
7955,large,4
7956,medium,6
7957,large,4
7958,small,4
7959,extra large,3
7960,medium,2
7961,extra large,2
7962,medium,5
7963,medium,6
7964,medium,3
7965,medium,3
7966,large,4
7967,large,7
7968,extra large,2
7969,small,6
7970,extra large,2
7971,medium,7
7972,extra large,3
7973,large,5
7974,extra large,6
7975,extra large,4
7976,large,3
7977,large,4
7978,large,3
7979,medium,3
7980,large,1
7981,large,4
7982,small,3
7983,medium,1
7984,large,2
7985,small,4
7986,medium,7
7987,small,4
7988,medium,7
7989,small,4
7990,extra large,7
7991,extra large,5
7992,medium,2
7993,small,5
7994,extra large,6
7995,extra large,5
7996,medium,5
7997,small,1
7998,medium,2
7999,extra large,2
8000,large,2
8001,extra large,3
8002,extra large,6
8003,extra large,7
8004,medium,7
8005,large,6
8006,medium,1
8007,extra large,4
8008,extra large,5
8009,medium,1
8010,small,5
8011,medium,1
8012,small,2
8013,small,5
8014,small,4
8015,large,6
8016,small,2
8017,large,7
8018,small,4
8019,medium,3
8020,small,1
8021,extra large,4
8022,medium,2
8023,small,7
8024,medium,6
8025,medium,2
8026,large,7
8027,medium,3
8028,extra large,2
8029,medium,7
8030,large,3
8031,small,3
8032,small,5
8033,extra large,3
8034,small,1
8035,medium,4
8036,small,7
8037,extra large,3
8038,large,2
8039,medium,7
8040,medium,3
8041,large,7
8042,extra large,1
8043,extra large,1
8044,medium,2
8045,large,4
8046,extra large,2
8047,extra large,3
8048,large,5
8049,small,1
8050,large,7
8051,small,3
8052,medium,7
8053,large,1
8054,large,4
8055,extra large,5
8056,extra large,4
8057,medium,3
8058,large,5
8059,medium,4
8060,medium,1
8061,small,4
8062,large,3
8063,large,4
8064,medium,5
8065,small,7
8066,medium,4
8067,small,3
8068,small,7
8069,extra large,3
8070,small,1
8071,medium,6
8072,large,7
8073,small,3
8074,extra large,1
8075,medium,4
8076,extra large,7
8077,large,3
8078,large,4
8079,large,7
8080,extra large,7
8081,medium,3
8082,medium,6
8083,extra large,2
8084,large,2
8085,medium,5
8086,extra large,5
8087,small,6
8088,small,2
8089,small,1
8090,large,5
8091,small,4
8092,small,5
8093,small,6
8094,small,5
8095,extra large,5
8096,extra large,5
8097,medium,5
8098,large,4
8099,medium,4
8100,extra large,6
8101,large,2
8102,extra large,2
8103,small,7
8104,medium,5
8105,large,5
8106,large,7
8107,small,1
8108,small,3
8109,large,6
8110,extra large,6
8111,small,1
8112,small,4
8113,extra large,7
8114,medium,7
8115,small,4
8116,large,5
8117,large,7
8118,medium,3
8119,large,2
8120,medium,4
8121,large,4
8122,small,4
8123,extra large,2
8124,extra large,3
8125,large,4
8126,large,5
8127,large,4
8128,medium,2
8129,small,7
8130,extra large,5
8131,extra large,3
8132,extra large,4
8133,extra large,3
8134,extra large,5
8135,small,5
8136,extra large,1
8137,extra large,5
8138,small,4
8139,small,4
8140,extra large,3
8141,medium,2
8142,extra large,3
8143,extra large,4
8144,medium,7
8145,large,3
8146,large,4
8147,medium,2
8148,large,2
8149,extra large,6
8150,medium,1
8151,small,3
8152,extra large,6
8153,medium,6
8154,extra large,6
8155,small,2
8156,small,1
8157,extra large,3
8158,large,6
8159,extra large,1
8160,large,2
8161,large,7
8162,large,4
8163,large,2
8164,large,1
8165,small,1
8166,large,4
8167,small,7
8168,large,7
8169,extra large,7
8170,large,2
8171,medium,6
8172,medium,3
8173,medium,4
8174,extra large,5
8175,small,4
8176,large,3
8177,medium,1
8178,extra large,4
8179,extra large,1
8180,small,6
8181,large,7
8182,extra large,7
8183,large,3
8184,extra large,6
8185,small,2
8186,medium,5
8187,large,3
8188,small,2
8189,extra large,4
8190,large,7
8191,medium,6
8192,small,3
8193,medium,3
8194,extra large,7
8195,small,2
8196,medium,7
8197,large,7
8198,large,2
8199,small,6
8200,large,4
8201,large,6
8202,small,6
8203,extra large,4
8204,extra large,6
8205,small,1
8206,extra large,7
8207,medium,7
8208,extra large,3
8209,extra large,2
8210,medium,2
8211,medium,4
8212,extra large,1
8213,small,7
8214,extra large,1
8215,large,4
8216,medium,4
8217,small,7
8218,large,4
8219,large,4
8220,large,4
8221,extra large,7
8222,small,2
8223,extra large,4
8224,extra large,4
8225,medium,4
8226,large,7
8227,large,7
8228,small,2
8229,large,3
8230,large,1
8231,extra large,1
8232,large,2
8233,medium,5
8234,large,2
8235,small,2
8236,large,7
8237,small,1
8238,small,4
8239,small,2
8240,medium,7
8241,small,2
8242,extra large,2
8243,large,3
8244,large,3
8245,medium,4
8246,extra large,4
8247,medium,6
8248,small,1
8249,medium,6
8250,medium,7
8251,large,2
8252,extra large,2
8253,large,4
8254,small,3
8255,extra large,6
8256,large,2
8257,medium,5
8258,extra large,3
8259,small,1
8260,large,4
8261,medium,4
8262,small,4
8263,small,3
8264,extra large,1
8265,large,1
8266,extra large,5
8267,medium,6
8268,large,5
8269,extra large,2
8270,medium,1
8271,extra large,2
8272,extra large,1
8273,small,4
8274,small,3
8275,small,5
8276,large,2
8277,large,3
8278,extra large,6
8279,extra large,1
8280,small,2
8281,extra large,4
8282,medium,7
8283,small,1
8284,extra large,7
8285,extra large,4
8286,medium,2
8287,large,1
8288,small,3
8289,large,5
8290,small,6
8291,large,3
8292,small,1
8293,medium,5
8294,large,1
8295,extra large,5
8296,small,3
8297,extra large,6
8298,extra large,4
8299,small,6
8300,small,1
8301,medium,5
8302,extra large,2
8303,small,1
8304,medium,4
8305,small,3
8306,extra large,2
8307,small,3
8308,medium,1
8309,medium,3
8310,medium,4
8311,small,5
8312,extra large,2
8313,medium,1
8314,extra large,6
8315,extra large,4
8316,extra large,7
8317,extra large,1
8318,large,2
8319,extra large,1
8320,extra large,4
8321,medium,7
8322,extra large,6
8323,large,2
8324,extra large,3
8325,small,7
8326,small,2
8327,large,6
8328,small,6
8329,small,5
8330,medium,2
8331,extra large,7
8332,medium,1
8333,extra large,3
8334,small,7
8335,small,5
8336,large,3
8337,medium,1
8338,extra large,2
8339,small,5
8340,large,6
8341,large,4
8342,large,1
8343,extra large,1
8344,medium,3
8345,extra large,4
8346,medium,4
8347,small,6
8348,large,2
8349,medium,5
8350,extra large,6
8351,small,1
8352,extra large,3
8353,medium,3
8354,extra large,5
8355,large,7
8356,medium,7
8357,large,3
8358,large,4
8359,large,6
8360,small,4
8361,medium,7
8362,extra large,7
8363,extra large,2
8364,small,5
8365,extra large,2
8366,extra large,3
8367,small,1
8368,large,3
8369,small,1
8370,large,6
8371,medium,1
8372,extra large,2
8373,small,5
8374,small,7
8375,medium,6
8376,large,1
8377,small,5
8378,small,3
8379,extra large,1
8380,small,6
8381,large,6
8382,small,5
8383,medium,5
8384,medium,3
8385,medium,7
8386,extra large,3
8387,medium,7
8388,medium,7
8389,small,1
8390,extra large,2
8391,large,3
8392,extra large,5
8393,small,2
8394,extra large,6
8395,extra large,3
8396,small,5
8397,medium,6
8398,small,6
8399,small,3
8400,extra large,4
8401,small,2
8402,medium,2
8403,large,4
8404,medium,7
8405,extra large,2
8406,medium,7
8407,large,2
8408,extra large,7
8409,medium,4
8410,small,6
8411,small,2
8412,extra large,5
8413,small,2
8414,extra large,7
8415,extra large,2
8416,small,4
8417,large,1
8418,small,2
8419,medium,2
8420,extra large,1
8421,extra large,4
8422,extra large,7
8423,medium,5
8424,small,6
8425,extra large,4
8426,extra large,4
8427,large,4
8428,medium,2
8429,small,4
8430,large,6
8431,large,6
8432,large,2
8433,medium,3
8434,large,6
8435,small,4
8436,extra large,1
8437,extra large,1
8438,small,3
8439,small,1
8440,medium,6
8441,large,6
8442,small,7
8443,medium,2
8444,medium,4
8445,extra large,5
8446,extra large,2
8447,medium,1
8448,medium,6
8449,medium,5
8450,medium,1
8451,medium,5
8452,small,1
8453,medium,7
8454,extra large,2
8455,large,2
8456,medium,2
8457,small,4
8458,extra large,7
8459,small,4
8460,extra large,4
8461,large,3
8462,small,1
8463,extra large,5
8464,medium,3
8465,extra large,2
8466,large,6
8467,extra large,4
8468,medium,6
8469,large,2
8470,small,6
8471,medium,1
8472,small,1
8473,extra large,3
8474,extra large,7
8475,medium,3
8476,medium,6
8477,extra large,1
8478,large,4
8479,extra large,3
8480,large,3
8481,small,7
8482,small,6
8483,extra large,3
8484,small,1
8485,large,4
8486,large,1
8487,extra large,3
8488,extra large,1
8489,small,2
8490,extra large,1
8491,medium,2
8492,extra large,7
8493,extra large,7
8494,medium,4
8495,large,3
8496,small,6
8497,small,2
8498,medium,7
8499,medium,1
8500,small,2
8501,medium,3
8502,extra large,2
8503,medium,4
8504,large,6
8505,large,7
8506,medium,3
8507,medium,1
8508,medium,2
8509,medium,7
8510,medium,2
8511,small,5
8512,medium,2
8513,small,2
8514,small,1
8515,large,5
8516,small,6
8517,small,1
8518,extra large,2
8519,extra large,3
8520,medium,2
8521,medium,5
8522,small,2
8523,medium,4
8524,medium,6
8525,medium,5
8526,medium,7
8527,large,5
8528,medium,2
8529,large,3
8530,large,2
8531,extra large,6
8532,medium,2
8533,extra large,6
8534,medium,5
8535,small,1
8536,small,4
8537,large,5
8538,small,4
8539,extra large,3
8540,medium,7
8541,medium,7
8542,medium,7
8543,extra large,4
8544,small,2
8545,extra large,5
8546,large,3
8547,extra large,3
8548,extra large,6
8549,extra large,2
8550,large,1
8551,extra large,4
8552,extra large,3
8553,small,2
8554,large,4
8555,extra large,5
8556,small,3
8557,medium,3
8558,extra large,1
8559,large,2
8560,extra large,4
8561,small,5
8562,small,5
8563,medium,2
8564,small,3
8565,medium,4
8566,large,5
8567,extra large,4
8568,medium,6
8569,small,3
8570,large,2
8571,extra large,3
8572,large,1
8573,large,3
8574,medium,5
8575,large,6
8576,large,3
8577,extra large,1
8578,small,7
8579,large,1
8580,medium,4
8581,large,1
8582,medium,6
8583,small,2
8584,extra large,6
8585,large,1
8586,medium,2
8587,medium,2
8588,large,6
8589,large,7
8590,large,5
8591,medium,6
8592,extra large,4
8593,small,5
8594,medium,6
8595,large,5
8596,large,2
8597,large,2
8598,small,7
8599,extra large,3
8600,extra large,3
8601,medium,6
8602,extra large,3
8603,extra large,2
8604,large,2
8605,extra large,6
8606,small,3
8607,large,1
8608,small,6
8609,small,5
8610,large,5
8611,extra large,7
8612,extra large,1
8613,medium,6
8614,extra large,7
8615,extra large,5
8616,extra large,7
8617,large,2
8618,small,7
8619,extra large,4
8620,extra large,6
8621,small,3
8622,small,1
8623,extra large,1
8624,small,5
8625,medium,3
8626,small,7
8627,medium,3
8628,small,2
8629,small,1
8630,large,2
8631,medium,5
8632,extra large,3
8633,small,5
8634,medium,6
8635,medium,3
8636,medium,5
8637,extra large,6
8638,small,6
8639,large,2
8640,extra large,5
8641,large,5
8642,extra large,6
8643,small,4
8644,small,6
8645,large,6
8646,small,5
8647,large,6
8648,small,1
8649,extra large,5
8650,medium,2
8651,large,3
8652,extra large,3
8653,extra large,5
8654,large,7
8655,medium,7
8656,extra large,6
8657,medium,6
8658,small,6
8659,large,3
8660,large,3
8661,small,2
8662,large,7
8663,small,1
8664,large,3
8665,extra large,1
8666,extra large,4
8667,small,6
8668,small,7
8669,medium,1
8670,extra large,5
8671,small,4
8672,small,3
8673,large,5
8674,small,7
8675,extra large,4
8676,large,2
8677,extra large,2
8678,small,5
8679,large,6
8680,large,4
8681,extra large,1
8682,extra large,5
8683,extra large,3
8684,large,6
8685,small,5
8686,large,2
8687,small,5
8688,small,6
8689,medium,2
8690,large,2
8691,large,7
8692,medium,3
8693,small,2
8694,extra large,7
8695,small,1
8696,extra large,2
8697,large,4
8698,large,1
8699,medium,7
8700,extra large,6
8701,large,5
8702,large,1
8703,medium,5
8704,small,1
8705,extra large,1
8706,medium,1
8707,small,2
8708,medium,6
8709,medium,4
8710,extra large,1
8711,medium,3
8712,extra large,7
8713,large,4
8714,large,2
8715,small,1
8716,medium,5
8717,large,1
8718,medium,5
8719,extra large,3
8720,medium,3
8721,medium,6
8722,small,4
8723,large,2
8724,large,7
8725,small,4
8726,small,4
8727,large,2
8728,medium,3
8729,small,1
8730,small,3
8731,medium,3
8732,small,6
8733,small,3
8734,medium,7
8735,large,6
8736,extra large,2
8737,extra large,6
8738,small,4
8739,small,6
8740,small,2
8741,large,7
8742,medium,4
8743,small,3
8744,medium,3
8745,large,6
8746,extra large,6
8747,medium,3
8748,extra large,5
8749,small,1
8750,extra large,4
8751,extra large,6
8752,medium,6
8753,extra large,5
8754,medium,1
8755,medium,7
8756,large,7
8757,small,6
8758,small,6
8759,large,3
8760,extra large,6
8761,large,7
8762,extra large,4
8763,medium,3
8764,extra large,1
8765,extra large,2
8766,extra large,5
8767,large,5
8768,medium,1
8769,small,6
8770,medium,5
8771,large,7
8772,extra large,5
8773,small,5
8774,extra large,4
8775,medium,3
8776,extra large,1
8777,extra large,7
8778,extra large,4
8779,small,1
8780,small,7
8781,medium,7
8782,small,7
8783,extra large,7
8784,small,2
8785,extra large,7
8786,large,1
8787,extra large,5
8788,extra large,4
8789,extra large,3
8790,small,4
8791,extra large,2
8792,medium,6
8793,small,6
8794,small,6
8795,medium,4
8796,large,4
8797,small,5
8798,large,1
8799,large,1
8800,extra large,1
8801,extra large,4
8802,large,7
8803,medium,6
8804,small,2
8805,small,4
8806,large,5
8807,extra large,7
8808,small,3
8809,small,7
8810,small,5
8811,large,2
8812,extra large,6
8813,large,5
8814,extra large,1
8815,large,6
8816,extra large,5
8817,small,4
8818,medium,3
8819,small,3
8820,medium,2
8821,large,7
8822,small,2
8823,extra large,1
8824,small,4
8825,large,2
8826,extra large,5
8827,large,7
8828,medium,6
8829,medium,6
8830,extra large,2
8831,medium,1
8832,large,7
8833,medium,4
8834,large,5
8835,large,2
8836,medium,5
8837,small,7
8838,small,1
8839,extra large,2
8840,small,5
8841,large,1
8842,extra large,6
8843,large,2
8844,large,2
8845,small,6
8846,medium,4
8847,small,3
8848,large,7
8849,extra large,4
8850,medium,4
8851,small,5
8852,large,2
8853,medium,1
8854,medium,1
8855,small,3
8856,extra large,3
8857,large,6
8858,small,4
8859,small,7
8860,extra large,4
8861,medium,5
8862,large,4
8863,large,5
8864,small,5
8865,large,5
8866,large,7
8867,large,3
8868,medium,6
8869,small,6
8870,small,3
8871,large,4
8872,extra large,7
8873,small,2
8874,small,2
8875,extra large,3
8876,large,3
8877,small,7
8878,small,1
8879,small,2
8880,medium,1
8881,small,7
8882,small,5
8883,large,4
8884,large,2
8885,medium,4
8886,small,5
8887,extra large,1
8888,large,5
8889,medium,6
8890,small,2
8891,large,7
8892,extra large,7
8893,medium,6
8894,small,1
8895,large,5
8896,extra large,2
8897,extra large,7
8898,small,6
8899,large,2
8900,medium,1
8901,large,6
8902,small,6
8903,extra large,6
8904,large,1
8905,large,5
8906,small,4
8907,medium,2
8908,small,7
8909,medium,1
8910,extra large,4
8911,medium,6
8912,medium,4
8913,extra large,6
8914,small,1
8915,extra large,4
8916,small,4
8917,extra large,5
8918,medium,4
8919,extra large,6
8920,small,6
8921,medium,4
8922,small,6
8923,small,3
8924,small,1
8925,medium,5
8926,extra large,5
8927,large,7
8928,extra large,3
8929,medium,1
8930,large,5
8931,small,1
8932,large,1
8933,medium,7
8934,medium,5
8935,extra large,3
8936,large,5
8937,large,2
8938,small,4
8939,medium,6
8940,medium,1
8941,medium,3
8942,small,2
8943,medium,5
8944,small,5
8945,extra large,7
8946,extra large,6
8947,large,5
8948,medium,6
8949,large,5
8950,extra large,5
8951,small,6
8952,extra large,7
8953,small,4
8954,medium,1
8955,medium,3
8956,extra large,5
8957,large,4
8958,small,3
8959,large,7
8960,medium,4
8961,medium,7
8962,medium,1
8963,large,2
8964,large,1
8965,large,2
8966,medium,7
8967,small,2
8968,large,7
8969,medium,5
8970,large,5
8971,medium,7
8972,large,6
8973,extra large,6
8974,medium,1
8975,extra large,3
8976,medium,1
8977,extra large,6
8978,extra large,6
8979,small,2
8980,extra large,7
8981,large,6
8982,medium,2
8983,large,7
8984,small,3
8985,small,1
8986,extra large,2
8987,extra large,4
8988,medium,6
8989,large,4
8990,extra large,6
8991,medium,2
8992,small,4
8993,extra large,6
8994,small,3
8995,medium,7
8996,small,2
8997,small,7
8998,extra large,1
8999,extra large,5
9000,medium,6
9001,small,1
9002,large,1
9003,large,4
9004,extra large,5
9005,medium,6
9006,large,4
9007,medium,3
9008,small,6
9009,large,1
9010,small,6
9011,small,3
9012,medium,5
9013,small,5
9014,extra large,4
9015,small,7
9016,large,2
9017,small,2
9018,small,1
9019,medium,7
9020,medium,1
9021,extra large,3
9022,extra large,7
9023,medium,6
9024,extra large,4
9025,small,6
9026,large,3
9027,small,4
9028,extra large,4
9029,large,1
9030,medium,6
9031,medium,4
9032,extra large,3
9033,medium,5
9034,extra large,5
9035,large,7
9036,medium,1
9037,small,4
9038,small,3
9039,large,1
9040,small,4
9041,extra large,5
9042,extra large,7
9043,large,7
9044,extra large,7
9045,medium,3
9046,extra large,2
9047,extra large,5
9048,extra large,7
9049,extra large,5
9050,small,2
9051,small,5
9052,medium,2
9053,extra large,6
9054,small,3
9055,large,3
9056,medium,6
9057,medium,7
9058,large,2
9059,small,6
9060,extra large,3
9061,small,4
9062,large,3
9063,medium,5
9064,large,2
9065,large,3
9066,small,6
9067,extra large,4
9068,medium,7
9069,extra large,7
9070,medium,5
9071,large,4
9072,medium,2
9073,large,1
9074,medium,3
9075,extra large,5
9076,small,1
9077,small,2
9078,small,2
9079,medium,6
9080,extra large,4
9081,extra large,2
9082,small,2
9083,large,2
9084,medium,1
9085,medium,2
9086,extra large,2
9087,medium,3
9088,medium,4
9089,medium,3
9090,large,1
9091,large,6
9092,extra large,3
9093,medium,1
9094,extra large,3
9095,small,4
9096,medium,7
9097,small,5
9098,small,1
9099,small,2
9100,extra large,7
9101,small,4
9102,small,2
9103,medium,5
9104,medium,5
9105,extra large,1
9106,medium,1
9107,medium,4
9108,small,3
9109,large,5
9110,medium,2
9111,large,6
9112,extra large,1
9113,small,5
9114,small,7
9115,extra large,6
9116,large,1
9117,extra large,3
9118,medium,1
9119,large,7
9120,extra large,6
9121,small,1
9122,small,7
9123,small,3
9124,extra large,3
9125,large,3
9126,large,7
9127,small,6
9128,medium,4
9129,extra large,4
9130,small,7
9131,small,3
9132,small,5
9133,small,4
9134,extra large,1
9135,large,5
9136,large,5
9137,small,4
9138,large,3
9139,medium,2
9140,medium,5
9141,large,3
9142,large,7
9143,medium,5
9144,extra large,3
