ID,Body Type,Sex
1792,underweight,male
1793,obese,male
1794,obese,male
1795,overweight,male
1796,underweight,male
1797,overweight,male
1798,normal,female
1799,obese,female
1800,underweight,female
1801,normal,male
1802,normal,female
1803,obese,male
1804,underweight,male
1805,normal,female
1806,obese,male
1807,obese,male
1808,obese,female
1809,underweight,male
1810,obese,female
1811,overweight,female
1812,underweight,male
1813,underweight,female
1814,obese,male
1815,underweight,female
1816,normal,female
1817,overweight,male
1818,obese,male
1819,overweight,male
1820,normal,male
1821,underweight,male
1822,obese,female
1823,obese,male
1824,obese,female
1825,overweight,female
1826,underweight,male
1827,normal,male
1828,underweight,male
1829,overweight,male
1830,obese,male
1831,obese,female
1832,underweight,female
1833,obese,female
1834,underweight,male
1835,overweight,male
1836,underweight,female
1837,overweight,male
1838,normal,female
1839,overweight,female
1840,overweight,female
1841,obese,male
1842,obese,male
1843,normal,male
1844,normal,female
1845,underweight,female
1846,normal,male
1847,overweight,male
1848,overweight,female
1849,underweight,female
1850,obese,female
1851,underweight,female
1852,underweight,male
1853,normal,male
1854,obese,male
1855,overweight,male
1856,obese,female
1857,normal,male
1858,overweight,female
1859,normal,male
1860,overweight,female
1861,overweight,female
1862,overweight,female
1863,obese,male
1864,overweight,female
1865,normal,male
1866,overweight,male
1867,underweight,female
1868,underweight,female
1869,underweight,female
1870,obese,female
1871,normal,male
1872,overweight,female
1873,overweight,female
1874,normal,female
1875,normal,male
1876,obese,female
1877,obese,male
1878,normal,female
1879,obese,male
1880,underweight,male
1881,obese,female
1882,underweight,male
1883,overweight,female
1884,overweight,male
1885,normal,male
1886,obese,male
1887,underweight,female
1888,overweight,female
1889,underweight,male
1890,underweight,female
1891,underweight,female
1892,underweight,female
1893,obese,male
1894,overweight,male
1895,normal,female
1896,normal,female
1897,normal,male
1898,obese,male
1899,underweight,male
1900,normal,female
1901,normal,male
1902,obese,female
1903,underweight,male
1904,overweight,female
1905,overweight,male
1906,obese,female
1907,underweight,male
1908,underweight,male
1909,obese,male
1910,underweight,male
1911,overweight,female
1912,obese,female
1913,underweight,male
1914,normal,male
1915,overweight,female
1916,overweight,female
1917,obese,male
1918,underweight,male
1919,underweight,male
1920,normal,male
1921,overweight,male
1922,normal,female
1923,overweight,female
1924,obese,female
1925,underweight,male
1926,obese,female
1927,overweight,female
1928,underweight,female
1929,obese,female
1930,obese,female
1931,underweight,male
1932,overweight,female
1933,obese,male
1934,overweight,female
1935,obese,male
1936,overweight,female
1937,overweight,male
1938,overweight,male
1939,normal,female
1940,normal,male
1941,underweight,male
1942,underweight,male
1943,obese,female
1944,obese,male
1945,underweight,male
1946,underweight,male
1947,obese,male
1948,overweight,female
1949,overweight,male
1950,underweight,male
1951,obese,female
1952,underweight,female
1953,underweight,female
1954,underweight,female
1955,underweight,male
1956,obese,female
1957,underweight,male
1958,normal,male
1959,overweight,female
1960,obese,male
1961,underweight,female
1962,overweight,male
1963,underweight,male
1964,overweight,male
1965,overweight,male
1966,overweight,female
1967,obese,female
1968,underweight,female
1969,underweight,male
1970,overweight,male
1971,underweight,female
1972,obese,female
1973,obese,male
1974,normal,female
1975,underweight,male
1976,underweight,female
1977,obese,female
1978,obese,female
1979,overweight,female
1980,underweight,female
1981,underweight,male
1982,underweight,female
1983,underweight,male
1984,underweight,female
1985,obese,male
1986,underweight,female
1987,normal,male
1988,underweight,male
1989,normal,female
1990,normal,male
1991,normal,female
1992,overweight,male
1993,overweight,male
1994,obese,male
1995,underweight,female
1996,normal,male
1997,underweight,male
1998,overweight,male
1999,obese,female
2000,normal,male
2001,obese,male
2002,overweight,female
2003,underweight,male
2004,underweight,female
2005,underweight,male
2006,underweight,male
2007,normal,female
2008,obese,male
2009,normal,male
2010,obese,male
2011,obese,female
2012,obese,male
2013,normal,male
2014,obese,male
2015,obese,female
2016,underweight,male
2017,normal,female
2018,overweight,male
2019,normal,male
2020,obese,female
2021,obese,female
2022,underweight,male
2023,normal,male
2024,normal,male
2025,normal,male
2026,obese,male
2027,overweight,male
2028,normal,male
2029,overweight,female
2030,overweight,male
2031,underweight,male
2032,normal,male
2033,obese,female
2034,normal,female
2035,obese,male
2036,underweight,male
2037,obese,female
2038,obese,male
2039,overweight,female
2040,underweight,female
2041,normal,male
2042,overweight,male
2043,obese,female
2044,normal,male
2045,obese,female
2046,normal,female
2047,overweight,female
2048,normal,male
2049,obese,female
2050,overweight,female
2051,overweight,female
2052,obese,female
2053,overweight,female
2054,normal,female
2055,overweight,male
2056,underweight,male
2057,underweight,female
2058,underweight,female
2059,obese,male
2060,underweight,male
2061,overweight,female
2062,overweight,male
2063,normal,male
2064,normal,male
2065,normal,female
2066,obese,female
2067,underweight,female
2068,overweight,female
2069,underweight,female
2070,normal,female
2071,overweight,male
2072,obese,female
2073,underweight,female
2074,normal,female
2075,obese,male
2076,normal,male
2077,overweight,male
2078,obese,female
2079,normal,male
2080,underweight,male
2081,normal,male
2082,normal,male
2083,overweight,female
2084,normal,male
2085,overweight,male
2086,overweight,female
2087,underweight,male
2088,obese,female
2089,overweight,male
2090,underweight,male
2091,overweight,male
2092,normal,female
2093,obese,male
2094,underweight,male
2095,obese,male
2096,underweight,male
2097,overweight,male
2098,underweight,female
2099,normal,female
2100,underweight,male
2101,normal,female
2102,obese,female
2103,obese,female
2104,normal,male
2105,underweight,female
2106,underweight,female
2107,overweight,female
2108,normal,male
2109,overweight,male
2110,obese,male
2111,normal,female
2112,normal,male
2113,underweight,female
2114,obese,male
2115,underweight,male
2116,overweight,female
2117,obese,male
2118,underweight,male
2119,obese,female
2120,obese,male
2121,overweight,female
2122,underweight,female
2123,underweight,male
2124,underweight,female
2125,underweight,male
2126,overweight,male
2127,underweight,male
2128,overweight,male
2129,obese,male
2130,normal,female
2131,underweight,female
2132,normal,male
2133,obese,male
2134,overweight,female
2135,underweight,male
2136,overweight,male
2137,normal,female
2138,obese,female
2139,overweight,male
2140,normal,male
2141,underweight,male
2142,normal,male
2143,obese,male
2144,underweight,female
2145,obese,female
2146,normal,male
2147,normal,male
2148,normal,female
2149,normal,female
2150,obese,male
2151,overweight,female
2152,obese,male
2153,overweight,female
2154,normal,female
2155,obese,male
2156,underweight,female
2157,overweight,female
2158,obese,female
2159,overweight,male
2160,obese,female
2161,obese,male
2162,underweight,female
2163,obese,male
2164,overweight,male
2165,obese,male
2166,normal,female
2167,normal,female
2168,underweight,male
2169,overweight,female
2170,obese,male
2171,overweight,female
2172,underweight,female
2173,obese,male
2174,underweight,male
2175,normal,male
2176,obese,male
2177,overweight,female
2178,underweight,male
2179,overweight,male
2180,normal,female
2181,underweight,female
2182,normal,male
2183,obese,male
2184,normal,male
2185,obese,female
2186,overweight,female
2187,overweight,male
2188,normal,male
2189,obese,male
2190,obese,male
2191,overweight,female
2192,normal,female
2193,underweight,male
2194,normal,male
2195,normal,male
2196,overweight,female
2197,obese,female
2198,normal,male
2199,normal,female
2200,normal,male
2201,underweight,male
2202,obese,female
2203,obese,male
2204,obese,male
2205,overweight,male
2206,obese,male
2207,obese,female
2208,underweight,female
2209,obese,female
2210,underweight,female
2211,obese,female
2212,overweight,male
2213,underweight,male
2214,normal,male
2215,normal,male
2216,overweight,female
2217,obese,male
2218,obese,female
2219,obese,male
2220,obese,female
2221,obese,male
2222,underweight,male
2223,underweight,female
2224,normal,male
2225,obese,male
2226,normal,male
2227,underweight,male
2228,obese,male
2229,underweight,female
2230,overweight,female
2231,underweight,female
2232,obese,male
2233,obese,male
2234,underweight,female
2235,normal,female
2236,underweight,female
2237,obese,female
2238,obese,female
2239,overweight,male
2240,overweight,male
2241,obese,female
2242,obese,male
2243,normal,female
2244,underweight,male
2245,obese,male
2246,underweight,male
2247,overweight,female
2248,overweight,female
2249,underweight,female
2250,overweight,female
2251,normal,female
2252,underweight,female
2253,obese,female
2254,underweight,female
2255,underweight,male
2256,normal,male
2257,overweight,female
2258,overweight,male
2259,overweight,male
2260,normal,female
2261,normal,female
2262,underweight,female
2263,obese,male
2264,underweight,female
2265,underweight,female
2266,underweight,male
2267,overweight,male
2268,overweight,female
2269,normal,male
2270,underweight,female
2271,obese,female
2272,underweight,male
2273,overweight,male
2274,underweight,male
2275,obese,male
2276,obese,male
2277,normal,female
2278,normal,male
2279,underweight,female
2280,overweight,male
2281,underweight,female
2282,underweight,female
2283,underweight,female
2284,overweight,male
2285,underweight,female
2286,normal,female
2287,obese,female
2288,underweight,female
2289,obese,female
2290,normal,female
2291,underweight,female
2292,overweight,female
2293,overweight,male
2294,normal,female
2295,normal,male
2296,overweight,male
2297,overweight,male
2298,overweight,male
2299,normal,female
2300,obese,female
2301,underweight,female
2302,normal,male
2303,underweight,male
2304,obese,female
2305,obese,female
2306,overweight,male
2307,overweight,male
2308,overweight,male
2309,obese,female
2310,underweight,female
2311,obese,male
2312,obese,female
2313,overweight,male
2314,obese,female
2315,overweight,female
2316,normal,female
2317,overweight,male
2318,overweight,male
2319,normal,male
2320,overweight,male
2321,underweight,male
2322,underweight,female
2323,underweight,female
2324,normal,female
2325,normal,male
2326,normal,male
2327,obese,male
2328,overweight,female
2329,overweight,female
2330,underweight,female
2331,obese,female
2332,normal,male
2333,obese,female
2334,obese,male
2335,obese,female
2336,normal,female
2337,underweight,male
2338,underweight,female
2339,obese,female
2340,obese,male
2341,overweight,male
2342,underweight,male
2343,normal,male
2344,underweight,female
2345,underweight,male
2346,underweight,female
2347,normal,female
2348,obese,male
2349,normal,male
2350,overweight,female
2351,overweight,female
