Body Type,Diet,How Often Shower,Transport,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission,Recycle Plastic,Recycle Glass,Recycle Metal,Recycle Paper,Recycling Count,Cook With Stove,Cook With Oven,Cook With Microwave,Cook With Grill,Cook With Airfryer,Cooking With Count,Monthly Grocery Bill Tier
overweight,vegetarian,twice a day,walk/bicycle,sometimes,121,never,medium,6,11,4,10,Yes,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1204,0,1,1,0,2,1,0,1,1,1,4,Medium
overweight,vegetarian,daily,walk/bicycle,sometimes,173,frequently,small,2,16,14,20,Sometimes,"['Plastic', 'Glass']",[],1640,1,1,0,0,2,0,0,0,0,0,0,Medium
overweight,vegan,twice a day,walk/bicycle,sometimes,199,frequently,medium,5,17,6,15,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1648,0,1,1,1,3,1,1,1,1,1,5,Medium
obese,omnivore,less frequently,walk/bicycle,never,94,rarely,medium,6,15,31,17,Sometimes,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1002,0,1,1,0,2,0,0,1,1,1,3,Low
obese,pescatarian,less frequently,walk/bicycle,never,64,frequently,small,1,19,43,16,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1771,1,1,0,0,2,1,1,1,1,1,5,Low
normal,omnivore,twice a day,public,never,100,very frequently,extra large,1,20,25,5,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2028,1,1,0,1,3,1,0,1,1,1,4,Low
obese,vegetarian,more frequently,public,often,240,very frequently,medium,2,15,19,5,No,"['Glass', 'Metal']","['Stove', 'Oven']",2540,0,1,1,0,2,1,1,0,0,0,2,High
overweight,omnivore,daily,public,sometimes,245,never,medium,7,14,48,10,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1386,0,1,1,1,3,1,1,0,1,1,4,High
normal,pescatarian,daily,walk/bicycle,sometimes,270,rarely,small,5,22,21,11,Sometimes,[Plastic],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1679,1,0,0,0,1,1,1,1,1,1,5,High
underweight,omnivore,daily,private,often,294,very frequently,small,5,16,20,18,Yes,[Glass],[],3141,0,1,0,0,1,0,0,0,0,0,0,High
overweight,vegetarian,more frequently,public,never,87,very frequently,large,4,0,11,24,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2627,1,0,0,1,2,1,1,1,1,1,5,Low
normal,pescatarian,less frequently,private,never,209,never,large,2,13,43,3,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1188,0,1,1,1,3,0,1,1,1,1,4,Medium
underweight,pescatarian,twice a day,private,never,124,never,extra large,5,1,11,5,Yes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",3174,1,1,0,0,2,1,0,0,1,1,3,Medium
normal,vegetarian,more frequently,public,sometimes,276,frequently,large,7,19,5,12,Sometimes,[Metal],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2327,0,0,1,0,1,1,1,1,1,1,5,High
underweight,vegan,daily,walk/bicycle,never,90,very frequently,medium,3,22,7,9,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",1822,1,0,1,1,3,1,1,1,0,0,3,Low
obese,vegan,less frequently,private,sometimes,136,never,medium,6,0,43,24,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",2665,1,0,1,1,3,1,1,0,0,0,2,Medium
normal,vegan,daily,public,sometimes,343,frequently,extra large,4,22,43,7,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2129,1,0,1,0,2,1,1,1,1,1,5,High
normal,pescatarian,less frequently,public,often,94,rarely,medium,5,18,10,21,Yes,"['Paper', 'Glass']",[],1425,0,1,0,1,2,0,0,0,0,0,0,Low
overweight,vegan,less frequently,walk/bicycle,sometimes,281,frequently,large,2,4,38,5,No,"['Paper', 'Glass']","['Microwave', 'Grill', 'Airfryer']",4060,0,1,0,1,2,0,0,1,1,1,3,High
obese,vegetarian,less frequently,private,sometimes,82,rarely,extra large,3,14,18,17,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",3262,1,1,0,0,2,1,1,0,1,1,4,Low
overweight,pescatarian,more frequently,public,often,73,rarely,extra large,1,9,30,12,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1674,0,1,0,1,2,1,1,1,1,1,5,Low
obese,vegetarian,daily,private,often,246,frequently,small,4,0,36,3,Sometimes,[Metal],"['Stove', 'Oven', 'Microwave']",3135,0,0,1,0,1,1,1,1,0,0,3,High
underweight,pescatarian,less frequently,private,sometimes,98,rarely,extra large,5,1,49,20,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",4465,1,1,0,0,2,1,0,1,1,1,4,Low
underweight,pescatarian,twice a day,public,never,256,rarely,extra large,3,23,33,8,Sometimes,[],[Stove],1984,0,0,0,0,0,1,0,0,0,0,1,High
obese,vegetarian,less frequently,private,often,287,very frequently,large,1,21,21,3,Yes,"['Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3246,1,0,1,0,2,1,0,1,1,1,4,High
normal,omnivore,daily,walk/bicycle,never,63,frequently,large,4,1,6,14,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1351,1,1,1,1,4,1,1,1,1,1,5,Low
underweight,vegetarian,less frequently,walk/bicycle,often,158,never,extra large,1,24,33,2,No,[Glass],[Stove],1929,0,1,0,0,1,1,0,0,0,0,1,Medium
overweight,omnivore,less frequently,walk/bicycle,often,241,frequently,large,5,24,15,10,Yes,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",2719,0,0,0,0,0,0,1,1,1,1,4,High
obese,vegetarian,daily,walk/bicycle,never,176,frequently,large,1,11,41,19,Yes,[Paper],"['Stove', 'Oven']",2336,0,0,0,1,1,1,1,0,0,0,2,Medium
normal,vegetarian,less frequently,walk/bicycle,often,214,never,large,6,20,12,24,Yes,[Glass],"['Stove', 'Microwave']",1803,0,1,0,0,1,1,0,1,0,0,2,Medium
overweight,vegan,daily,walk/bicycle,sometimes,264,very frequently,medium,1,7,22,17,Sometimes,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1816,0,1,0,1,2,0,1,1,1,1,4,High
overweight,omnivore,twice a day,private,sometimes,213,never,small,1,16,43,9,No,"['Paper', 'Plastic']","['Stove', 'Oven']",4638,1,0,0,1,2,1,1,0,0,0,2,Medium
obese,omnivore,twice a day,private,often,281,rarely,small,3,16,8,22,Sometimes,"['Plastic', 'Metal']",[Stove],1909,1,0,1,0,2,1,0,0,0,0,1,High
underweight,omnivore,more frequently,public,never,125,rarely,large,5,4,15,23,No,[Metal],"['Oven', 'Microwave']",1896,0,0,1,0,1,0,1,1,0,0,2,Medium
obese,vegan,daily,walk/bicycle,never,188,frequently,small,4,11,21,3,No,[Paper],"['Oven', 'Grill', 'Airfryer']",1770,0,0,0,1,1,0,1,0,1,1,3,Medium
normal,vegan,daily,public,sometimes,91,very frequently,small,7,8,43,2,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",2477,1,0,1,1,3,1,1,1,0,0,3,Low
underweight,omnivore,daily,walk/bicycle,never,118,frequently,large,3,6,10,16,No,[Paper],"['Stove', 'Oven']",1444,0,0,0,1,1,1,1,0,0,0,2,Medium
overweight,vegetarian,twice a day,walk/bicycle,never,75,never,small,5,15,42,16,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",1254,1,1,0,1,3,1,0,0,1,1,3,Low
obese,vegetarian,more frequently,public,never,134,never,small,5,19,35,10,Sometimes,[Glass],"['Oven', 'Grill', 'Airfryer']",1411,0,1,0,0,1,0,1,0,1,1,3,Medium
normal,pescatarian,daily,public,often,282,never,extra large,4,7,11,8,Yes,"['Plastic', 'Glass']","['Grill', 'Airfryer']",1605,1,1,0,0,2,0,0,0,1,1,2,High
obese,vegetarian,less frequently,private,often,110,never,medium,5,7,2,18,Sometimes,[Paper],"['Stove', 'Oven']",3054,0,0,0,1,1,1,1,0,0,0,2,Low
normal,vegetarian,less frequently,walk/bicycle,never,202,very frequently,extra large,6,9,16,14,Yes,[],"['Grill', 'Airfryer']",2902,0,0,0,0,0,0,0,0,1,1,2,Medium
obese,vegetarian,more frequently,private,often,202,frequently,medium,1,17,37,2,No,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",4132,1,1,1,0,3,0,0,0,1,1,2,Medium
underweight,vegetarian,daily,private,sometimes,114,frequently,medium,3,1,41,23,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",2993,0,1,1,1,3,1,1,0,0,0,2,Low
underweight,omnivore,daily,private,often,141,frequently,medium,1,7,21,1,Yes,"['Paper', 'Plastic']",[],3098,1,0,0,1,2,0,0,0,0,0,0,Medium
obese,vegan,twice a day,walk/bicycle,sometimes,236,rarely,extra large,2,19,15,10,Yes,"['Plastic', 'Metal']",[],1364,1,0,1,0,2,0,0,0,0,0,0,High
overweight,omnivore,daily,private,sometimes,95,rarely,large,1,15,31,14,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2941,1,1,0,1,3,1,0,1,1,1,4,Low
obese,vegetarian,more frequently,walk/bicycle,never,249,frequently,large,4,6,2,4,Sometimes,[Paper],[Microwave],1349,0,0,0,1,1,0,0,1,0,0,1,High
underweight,vegetarian,twice a day,walk/bicycle,never,81,never,medium,7,16,31,15,No,"['Plastic', 'Glass']",[],1815,1,1,0,0,2,0,0,0,0,0,0,Low
underweight,vegetarian,more frequently,walk/bicycle,never,91,very frequently,extra large,1,13,29,24,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2566,0,1,1,0,2,1,1,1,1,1,5,Low
normal,vegan,twice a day,private,sometimes,291,very frequently,medium,3,2,23,23,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2439,1,1,1,0,3,1,1,1,0,0,3,High
obese,pescatarian,twice a day,private,sometimes,70,very frequently,small,2,9,7,20,Yes,"['Plastic', 'Metal']","['Stove', 'Oven']",2056,1,0,1,0,2,1,1,0,0,0,2,Low
underweight,pescatarian,more frequently,public,often,89,very frequently,medium,7,2,0,18,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2299,1,1,1,1,4,0,0,1,1,1,3,Low
obese,vegan,twice a day,public,never,121,rarely,large,6,15,16,18,Sometimes,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",1492,1,0,1,0,2,1,0,0,1,1,3,Medium
underweight,omnivore,daily,walk/bicycle,often,198,rarely,medium,1,12,45,17,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",1692,1,1,0,1,3,0,1,1,0,0,2,Medium
overweight,vegetarian,less frequently,walk/bicycle,sometimes,84,rarely,large,2,0,1,1,Sometimes,"['Glass', 'Metal']","['Grill', 'Airfryer']",950,0,1,1,0,2,0,0,0,1,1,2,Low
normal,vegan,twice a day,private,often,182,never,small,5,10,9,1,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1923,1,1,0,1,3,0,1,1,1,1,4,Medium
underweight,vegan,more frequently,walk/bicycle,sometimes,228,very frequently,small,6,1,35,7,Sometimes,[Glass],"['Stove', 'Microwave']",2562,0,1,0,0,1,1,0,1,0,0,2,Medium
overweight,vegan,more frequently,walk/bicycle,never,140,frequently,large,6,9,24,24,No,"['Paper', 'Plastic']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2456,1,0,0,1,2,0,1,1,1,1,4,Medium
overweight,vegetarian,more frequently,public,sometimes,232,never,extra large,1,22,27,1,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",657,1,1,1,0,3,1,1,0,0,0,2,High
obese,vegan,daily,public,never,157,frequently,medium,4,2,44,12,Sometimes,"['Plastic', 'Glass']",[Microwave],2184,1,1,0,0,2,0,0,1,0,0,1,Medium
obese,pescatarian,twice a day,public,sometimes,156,very frequently,extra large,1,14,20,23,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3009,0,1,0,1,2,1,1,1,1,1,5,Medium
underweight,pescatarian,daily,private,often,252,very frequently,large,5,8,43,20,Yes,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",3748,1,1,0,0,2,0,1,0,1,1,3,High
normal,vegan,daily,private,never,162,rarely,large,7,2,26,16,No,[],[Microwave],1122,0,0,0,0,0,0,0,1,0,0,1,Medium
overweight,omnivore,daily,public,never,214,never,medium,3,24,32,23,No,[Plastic],[Microwave],1346,1,0,0,0,1,0,0,1,0,0,1,Medium
underweight,omnivore,twice a day,walk/bicycle,often,91,frequently,extra large,1,19,44,16,Yes,"['Paper', 'Glass']",[Microwave],1695,0,1,0,1,2,0,0,1,0,0,1,Low
normal,omnivore,more frequently,walk/bicycle,often,205,never,large,3,6,2,19,No,"['Plastic', 'Metal']","['Oven', 'Microwave']",810,1,0,1,0,2,0,1,1,0,0,2,Medium
underweight,pescatarian,twice a day,private,often,285,frequently,extra large,3,1,33,4,Yes,[Paper],"['Stove', 'Oven', 'Grill', 'Airfryer']",2768,0,0,0,1,1,1,1,0,1,1,4,High
underweight,vegan,more frequently,public,never,178,never,large,7,11,2,13,Sometimes,"['Paper', 'Plastic', 'Glass']",[Microwave],1033,1,1,0,1,3,0,0,1,0,0,1,Medium
obese,omnivore,twice a day,public,sometimes,236,rarely,large,4,6,17,6,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",2046,1,1,0,1,3,0,1,0,1,1,3,High
obese,omnivore,more frequently,private,never,286,rarely,small,6,23,30,22,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2171,0,1,1,0,2,1,1,1,1,1,5,High
normal,vegetarian,daily,walk/bicycle,often,108,rarely,medium,7,21,0,4,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",1312,1,0,0,1,2,1,1,1,0,0,3,Low
underweight,vegan,less frequently,private,sometimes,270,frequently,small,2,7,37,9,Sometimes,[Metal],[Microwave],4017,0,0,1,0,1,0,0,1,0,0,1,High
obese,vegan,more frequently,private,sometimes,221,never,medium,5,8,16,20,Yes,[Paper],[Microwave],1856,0,0,0,1,1,0,0,1,0,0,1,Medium
obese,pescatarian,twice a day,private,often,230,never,medium,2,20,31,24,No,"['Glass', 'Metal']",[Microwave],2197,0,1,1,0,2,0,0,1,0,0,1,High
obese,omnivore,daily,private,often,295,very frequently,large,1,15,10,18,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven']",4281,1,0,0,1,2,1,1,0,0,0,2,High
underweight,vegan,more frequently,private,sometimes,177,frequently,small,3,17,3,24,Yes,[Glass],"['Oven', 'Grill', 'Airfryer']",3480,0,1,0,0,1,0,1,0,1,1,3,Medium
underweight,vegetarian,daily,walk/bicycle,often,189,never,medium,1,22,36,7,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",953,0,1,1,1,3,1,1,1,0,0,3,Medium
underweight,omnivore,more frequently,private,often,174,frequently,small,2,9,44,21,Yes,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2046,1,0,1,0,2,0,0,1,1,1,3,Medium
obese,vegan,twice a day,private,never,193,never,large,6,12,37,5,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2521,1,1,1,0,3,1,1,1,1,1,5,Medium
normal,pescatarian,twice a day,public,sometimes,101,never,medium,3,14,36,11,Yes,"['Paper', 'Plastic']","['Grill', 'Airfryer']",1459,1,0,0,1,2,0,0,0,1,1,2,Low
underweight,vegan,daily,walk/bicycle,sometimes,99,very frequently,extra large,2,8,29,18,No,[Glass],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2492,0,1,0,0,1,1,0,1,1,1,4,Low
obese,omnivore,daily,walk/bicycle,often,50,frequently,large,1,10,23,16,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2411,0,1,1,0,2,1,1,1,1,1,5,Low
obese,pescatarian,daily,public,never,71,very frequently,large,7,15,0,20,Yes,"['Paper', 'Plastic', 'Glass']",[Stove],2761,1,1,0,1,3,1,0,0,0,0,1,Low
underweight,vegetarian,twice a day,public,sometimes,232,rarely,extra large,3,7,26,9,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1500,1,0,1,0,2,1,1,1,1,1,5,High
overweight,pescatarian,more frequently,private,sometimes,247,never,extra large,5,18,2,5,Sometimes,[Glass],"['Stove', 'Oven']",1708,0,1,0,0,1,1,1,0,0,0,2,High
overweight,vegan,less frequently,public,sometimes,61,frequently,medium,1,23,41,14,No,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",2135,1,0,0,1,2,1,1,1,0,0,3,Low
normal,vegan,more frequently,walk/bicycle,never,157,rarely,small,1,20,50,18,Sometimes,"['Paper', 'Metal']","['Grill', 'Airfryer']",1221,0,0,1,1,2,0,0,0,1,1,2,Medium
normal,vegetarian,daily,walk/bicycle,often,214,never,large,5,12,39,21,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",1378,1,1,1,0,3,0,1,1,0,0,2,Medium
normal,pescatarian,less frequently,walk/bicycle,sometimes,214,very frequently,extra large,2,21,43,2,Yes,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2135,1,0,1,1,3,0,0,1,1,1,3,Medium
normal,pescatarian,more frequently,walk/bicycle,never,66,never,small,6,11,49,20,No,"['Paper', 'Glass']",[Oven],1464,0,1,0,1,2,0,1,0,0,0,1,Low
overweight,vegan,less frequently,walk/bicycle,sometimes,123,very frequently,extra large,6,22,2,22,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",2816,1,0,1,0,2,1,1,1,0,0,3,Medium
normal,vegan,less frequently,public,sometimes,105,very frequently,medium,1,17,19,11,No,"['Paper', 'Plastic']",[Stove],2210,1,0,0,1,2,1,0,0,0,0,1,Low
obese,omnivore,less frequently,private,often,125,never,small,3,1,40,17,No,"['Paper', 'Plastic']","['Stove', 'Oven']",1552,1,0,0,1,2,1,1,0,0,0,2,Medium
normal,vegan,more frequently,private,never,280,frequently,small,3,24,34,18,No,"['Paper', 'Plastic', 'Metal']",[Stove],2406,1,0,1,1,3,1,0,0,0,0,1,High
obese,vegan,less frequently,walk/bicycle,sometimes,238,very frequently,extra large,3,17,21,22,Sometimes,[Metal],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3004,0,0,1,0,1,1,1,1,1,1,5,High
normal,vegetarian,twice a day,private,never,80,rarely,extra large,2,5,8,5,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']",2424,1,0,1,1,3,0,1,1,0,0,2,Low
normal,omnivore,less frequently,public,often,210,never,extra large,1,16,32,10,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",1288,0,0,1,1,2,1,1,1,0,0,3,Medium
normal,vegetarian,more frequently,public,often,152,very frequently,large,7,9,17,15,Yes,"['Plastic', 'Glass', 'Metal']",[],2730,1,1,1,0,3,0,0,0,0,0,0,Medium
normal,vegan,more frequently,walk/bicycle,often,247,rarely,small,7,3,17,22,Yes,[Glass],[Stove],1371,0,1,0,0,1,1,0,0,0,0,1,High
normal,omnivore,daily,private,sometimes,145,rarely,small,4,3,33,21,Sometimes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",2349,1,1,0,0,2,1,0,0,1,1,3,Medium
normal,vegan,twice a day,private,never,260,rarely,large,7,7,27,0,Sometimes,"['Plastic', 'Metal']",[Oven],4536,1,0,1,0,2,0,1,0,0,0,1,High
overweight,vegetarian,twice a day,public,often,283,very frequently,extra large,3,2,40,17,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2987,1,1,1,0,3,1,1,1,0,0,3,High
normal,vegetarian,more frequently,public,sometimes,277,never,medium,4,1,20,7,Sometimes,"['Paper', 'Metal']","['Oven', 'Microwave']",1039,0,0,1,1,2,0,1,1,0,0,2,High
normal,pescatarian,less frequently,public,never,203,never,medium,2,10,24,12,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",1036,1,1,0,1,3,0,1,1,0,0,2,Medium
obese,omnivore,twice a day,private,never,213,frequently,extra large,4,13,1,0,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",3620,0,0,0,0,0,0,0,1,1,1,3,Medium
normal,vegan,more frequently,private,sometimes,233,frequently,extra large,7,13,46,7,No,"['Glass', 'Metal']","['Oven', 'Microwave']",3429,0,1,1,0,2,0,1,1,0,0,2,High
overweight,pescatarian,less frequently,walk/bicycle,never,176,very frequently,large,7,13,34,16,No,[Glass],"['Grill', 'Airfryer']",3697,0,1,0,0,1,0,0,0,1,1,2,Medium
normal,pescatarian,twice a day,public,often,176,rarely,small,4,7,31,18,Sometimes,[Metal],"['Oven', 'Microwave']",1494,0,0,1,0,1,0,1,1,0,0,2,Medium
underweight,vegan,less frequently,walk/bicycle,sometimes,147,very frequently,extra large,4,1,14,17,No,"['Plastic', 'Metal']","['Stove', 'Microwave']",2779,1,0,1,0,2,1,0,1,0,0,2,Medium
overweight,omnivore,less frequently,walk/bicycle,often,83,rarely,small,1,7,0,1,No,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",993,1,1,1,0,3,0,1,1,0,0,2,Low
normal,omnivore,less frequently,public,never,205,never,extra large,5,20,32,0,Sometimes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",1944,0,0,0,0,0,1,1,0,1,1,4,Medium
normal,omnivore,less frequently,public,often,125,frequently,small,3,1,3,1,No,[],"['Stove', 'Grill', 'Airfryer']",1474,0,0,0,0,0,1,0,0,1,1,3,Medium
overweight,vegetarian,twice a day,private,often,145,frequently,small,1,1,5,22,Yes,[],"['Oven', 'Microwave']",1880,0,0,0,0,0,0,1,1,0,0,2,Medium
normal,pescatarian,less frequently,private,often,236,frequently,large,3,15,8,17,Yes,[],"['Grill', 'Airfryer']",3535,0,0,0,0,0,0,0,0,1,1,2,High
obese,omnivore,less frequently,private,often,82,never,large,4,5,49,10,Sometimes,[Glass],[],1850,0,1,0,0,1,0,0,0,0,0,0,Low
normal,pescatarian,less frequently,public,often,262,never,small,6,10,7,19,Sometimes,"['Paper', 'Plastic', 'Metal']",[],1000,1,0,1,1,3,0,0,0,0,0,0,High
obese,vegetarian,twice a day,walk/bicycle,often,254,never,small,3,6,34,13,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",1485,0,0,0,0,0,0,0,1,1,1,3,High
overweight,pescatarian,more frequently,public,sometimes,76,rarely,medium,1,14,19,2,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1139,1,1,1,1,4,1,1,1,0,0,3,Low
underweight,pescatarian,daily,walk/bicycle,never,207,never,large,2,8,13,14,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",682,1,1,1,1,4,1,1,0,1,1,4,Medium
overweight,vegan,daily,private,often,234,never,large,1,8,10,11,Yes,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",926,0,0,1,1,2,1,0,1,1,1,4,High
normal,pescatarian,daily,walk/bicycle,sometimes,93,rarely,small,1,17,8,23,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",1037,0,1,0,1,2,1,1,0,1,1,4,Low
normal,vegan,less frequently,walk/bicycle,often,76,very frequently,small,4,1,0,0,No,"['Paper', 'Glass']",[Stove],1467,0,1,0,1,2,1,0,0,0,0,1,Low
normal,omnivore,more frequently,private,never,67,rarely,medium,3,5,6,0,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",914,1,1,1,0,3,1,1,1,0,0,3,Low
underweight,omnivore,twice a day,public,never,101,frequently,extra large,4,22,35,20,No,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",1741,1,0,0,1,2,0,0,1,1,1,3,Low
underweight,vegetarian,more frequently,public,sometimes,73,very frequently,small,2,19,46,13,Yes,"['Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2742,1,0,1,0,2,1,0,1,1,1,4,Low
obese,vegetarian,twice a day,private,never,280,rarely,large,2,1,8,19,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2988,1,0,1,1,3,1,1,1,1,1,5,High
overweight,vegan,twice a day,walk/bicycle,often,85,frequently,medium,4,20,34,4,Sometimes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",2160,1,1,0,0,2,1,0,0,1,1,3,Low
underweight,pescatarian,less frequently,private,never,145,frequently,medium,4,16,5,5,No,"['Paper', 'Plastic']","['Stove', 'Microwave']",2335,1,0,0,1,2,1,0,1,0,0,2,Medium
underweight,pescatarian,twice a day,walk/bicycle,sometimes,282,frequently,medium,3,12,23,7,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1462,1,1,1,1,4,1,0,1,1,1,4,High
underweight,omnivore,daily,private,often,252,very frequently,large,5,8,43,20,Yes,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",3748,1,1,0,0,2,0,1,0,1,1,3,High
normal,vegan,daily,private,never,162,rarely,small,7,2,26,16,No,[],[Microwave],1122,0,0,0,0,0,0,0,1,0,0,1,Medium
